-6.8544421848038027E+01 a         1     0     1     1     1
-7.9077527133105889E+02 a         2     0     1     1     2
4.8176336772175989E+02 a         3     0     1     1     3
-1.7871238127472877E+03 a         4     0     1     1     4
-1.0584602107805808E+03 a         5     0     1     1     5
2.8988662586955434E+03 a         6     0     1     1     6
-8.2370199416828746E+02 a         7     0     1     1     7
-5.9762402453856203E+02 a         8     0     1     1     8
1.3909828723412227E+03 a         9     0     1     1     9
-7.3612178791722170E+02 a        10     0     1     1    10
-2.4084326226718831E+03 a        11     0     1     1    11
-1.1950718264406028E+03 a        12     0     1     1    12
2.3737981563152101E+02 a        13     0     1     1    13
9.9308626262027042E+02 a        14     0     1     1    14
-7.0787281740939284E+02 a        15     0     1     1    15
1.9139967417270753E+04 a        16     0     1     1    16
6.6625758084588131E+02 a        17     0     2     1     1
1.6278931788604385E+02 a        18     0     2     1     2
2.0099922069451002E+03 a        19     0     2     1     3
-1.0623965728537869E+03 a        20     0     2     1     4
5.3433705957057941E+02 a        21     0     2     1     5
-2.5143071953301910E+03 a        22     0     2     1     6
8.9162464509502548E-01 a        23     0     2     1     7
1.9113488968931706E+03 a        24     0     2     1     8
-5.0970688347936874E+02 a        25     0     2     1     9
1.6329208391024645E+03 a        26     0     2     1    10
4.7817505113369371E+03 a        27     0     2     1    11
3.4487417936726165E+03 a        28     0     2     1    12
-1.1574802370013076E+03 a        29     0     2     1    13
1.8334822498930268E+03 a        30     0     2     1    14
2.4003570619070310E+03 a        31     0     2     1    15
-1.1750932694904437E+04 a        32     0     2     1    16
1.7887679013786258E+03 a        33     0     3     1     1
-1.0917160123308945E+03 a        34     0     3     1     2
-1.7067244313591912E+03 a        35     0     3     1     3
-7.1651741826134435E+02 a        36     0     3     1     4
3.0732086313722010E+02 a        37     0     3     1     5
2.9438959582867633E+03 a        38     0     3     1     6
-7.5990223434601990E+02 a        39     0     3     1     7
-7.5607379559872982E+02 a        40     0     3     1     8
-2.8765685841518894E+03 a        41     0     3     1     9
2.8491080643793102E+03 a        42     0     3     1    10
-4.6343138843467104E+03 a        43     0     3     1    11
2.3481865865249961E+03 a        44     0     3     1    12
-1.4257041932831542E+03 a        45     0     3     1    13
3.4243064064509593E+02 a        46     0     3     1    14
1.5483020660006121E+03 a        47     0     3     1    15
1.6898800922868282E+04 a        48     0     3     1    16
4.8723295845036171E+02 a        49     0     4     1     1
8.3117318464051573E+02 a        50     0     4     1     2
-4.7526557209549702E+02 a        51     0     4     1     3
-3.4391453595529725E+02 a        52     0     4     1     4
5.2296053974722179E+02 a        53     0     4     1     5
-3.5248922681399977E+03 a        54     0     4     1     6
8.3055764058876616E+02 a        55     0     4     1     7
5.5469572497573347E+02 a        56     0     4     1     8
6.6194241029895113E+02 a        57     0     4     1     9
-3.7870058673415417E+02 a        58     0     4     1    10
5.6304303335398799E+03 a        59     0     4     1    11
-1.8079122163226125E+03 a        60     0     4     1    12
2.1451677588036373E+03 a        61     0     4     1    13
-2.8622457135156237E+03 a        62     0     4     1    14
-9.6529561667775715E+02 a        63     0     4     1    15
-1.7036527503807221E+04 a        64     0     4     1    16
2.3323731341685143E+03 a        65     0     5     1     1
-9.9935223217571831E+02 a        66     0     5     1     2
-6.3523288243530772E+02 a        67     0     5     1     3
1.1827038788306079E+03 a        68     0     5     1     4
-2.6766514337406120E+03 a        69     0     5     1     5
2.4437404226120496E+01 a        70     0     5     1     6
4.5750247456448697E+01 a        71     0     5     1     7
-1.9636225609023413E+03 a        72     0     5     1     8
-8.4451630122417941E+02 a        73     0     5     1     9
2.6173910230236629E+03 a        74     0     5     1    10
-9.4273975795584192E+02 a        75     0     5     1    11
2.0069049386222364E+03 a        76     0     5     1    12
2.6582475006491057E+02 a        77     0     5     1    13
2.2388094057178782E+03 a        78     0     5     1    14
1.6059969773060639E+03 a        79     0     5     1    15
-2.7514890334647039E+03 a        80     0     5     1    16
2.3538860813621071E+02 a        81     0     6     1     1
-1.7694730013210705E+02 a        82     0     6     1     2
4.8409178266057438E+02 a        83     0     6     1     3
-1.1078987182619207E+03 a        84     0     6     1     4
1.1502419306011812E+02 a        85     0     6     1     5
8.4973055052737800E+02 a        86     0     6     1     6
3.3276922267316650E+02 a        87     0     6     1     7
-1.9407530750569047E+03 a        88     0     6     1     8
8.9240891973923590E+02 a        89     0     6     1     9
-5.2251786430417883E+02 a        90     0     6     1    10
9.4548365152523820E+02 a        91     0     6     1    11
-1.3013766526880706E+03 a        92     0     6     1    12
-4.6424238539569797E+02 a        93     0     6     1    13
1.6924941650148756E+02 a        94     0     6     1    14
-2.4070889483149331E+03 a        95     0     6     1    15
3.0535856933153223E+03 a        96     0     6     1    16
1.1768134888238573E+02 a        97     0     7     1     1
-1.3323863496650102E+02 a        98     0     7     1     2
1.2659589389313476E+03 a        99     0     7     1     3
3.1841004867991848E+02 a       100     0     7     1     4
-3.6778761198017733E+03 a       101     0     7     1     5
7.1714895546189643E+02 a       102     0     7     1     6
-4.8962630299020651E+02 a       103     0     7     1     7
-2.5812742726665465E+02 a       104     0     7     1     8
2.0020352142057984E+03 a       105     0     7     1     9
5.0592456458672359E+02 a       106     0     7     1    10
-4.4421513814513037E+02 a       107     0     7     1    11
-8.4057775100887011E+02 a       108     0     7     1    12
1.3679639259066230E+03 a       109     0     7     1    13
3.9922409808665125E+03 a       110     0     7     1    14
2.7664686504464858E+03 a       111     0     7     1    15
-9.0483922821800534E+03 a       112     0     7     1    16
6.7578785319725546E+02 a       113     0     8     1     1
-8.1750850520804761E+02 a       114     0     8     1     2
6.3659811871320130E+02 a       115     0     8     1     3
-2.4418638174362982E+03 a       116     0     8     1     4
1.2268078492188437E+02 a       117     0     8     1     5
1.2464567404394479E+03 a       118     0     8     1     6
2.0610494636553545E+02 a       119     0     8     1     7
-7.8536060888609359E+02 a       120     0     8     1     8
-3.8912457065600029E+02 a       121     0     8     1     9
1.0033800647568128E+03 a       122     0     8     1    10
9.6491346815783891E+02 a       123     0     8     1    11
1.2632246811621299E+03 a       124     0     8     1    12
-1.1953226086564498E+03 a       125     0     8     1    13
1.7883988935862260E+03 a       126     0     8     1    14
-5.4483397980431880E+02 a       127     0     8     1    15
4.9145608381931370E+03 a       128     0     8     1    16
1.2226236097919281E+02 a       129     0     9     1     1
-4.1681643386017794E+02 a       130     0     9     1     2
-9.4647859361459552E+01 a       131     0     9     1     3
-7.9831857071469827E+01 a       132     0     9     1     4
-1.9324844060201434E+02 a       133     0     9     1     5
-7.2334191352342998E+01 a       134     0     9     1     6
7.4596052587779724E+01 a       135     0     9     1     7
2.4321132418395294E+02 a       136     0     9     1     8
9.7096450245473136E+01 a       137     0     9     1     9
4.0325157570135701E+01 a       138     0     9     1    10
2.7578433629178102E+02 a       139     0     9     1    11
-3.1896773897043516E+02 a       140     0     9     1    12
1.7823268940372020E+02 a       141     0     9     1    13
-2.1277925162293201E+02 a       142     0     9     1    14
5.9325731356432521E-01 a       143     0     9     1    15
-1.9404497416053603E+03 a       144     0     9     1    16
4.8183008708417958E+00 a       145     0    10     1     1
7.9593352912194945E+01 a       146     0    10     1     2
-9.5724076876370727E+00 a       147     0    10     1     3
1.8566683934818155E+02 a       148     0    10     1     4
3.4337158376405284E+02 a       149     0    10     1     5
4.7050725894268535E+00 a       150     0    10     1     6
-2.5920034188887598E+02 a       151     0    10     1     7
-6.9295998769170160E+02 a       152     0    10     1     8
-5.9195388409100258E+02 a       153     0    10     1     9
1.0812115207531232E+02 a       154     0    10     1    10
-6.4247094699384979E+02 a       155     0    10     1    11
6.5457059955049228E+00 a       156     0    10     1    12
-5.4104905235839988E+02 a       157     0    10     1    13
4.8616516338071358E+02 a       158     0    10     1    14
-3.0241148944976203E+02 a       159     0    10     1    15
-1.4475442094123159E+02 a       160     0    10     1    16
7.7661629989737992E+02 a       161     0    11     1     1
-1.2543253337506676E+03 a       162     0    11     1     2
-5.3852270985587063E+02 a       163     0    11     1     3
-2.2698334618444716E+02 a       164     0    11     1     4
-8.5588070270092896E+02 a       165     0    11     1     5
-3.2394438627539262E+02 a       166     0    11     1     6
3.0909149634333943E+02 a       167     0    11     1     7
5.6775280021385436E+02 a       168     0    11     1     8
2.0357436927680155E+02 a       169     0    11     1     9
4.3467327031998968E+02 a       170     0    11     1    10
9.8500455085982367E+02 a       171     0    11     1    11
-9.1410841111110608E+02 a       172     0    11     1    12
5.7500751819890581E+02 a       173     0    11     1    13
-8.0705687846002706E+02 a       174     0    11     1    14
-1.0476241215744095E+02 a       175     0    11     1    15
-4.4752834180806740E+03 a       176     0    11     1    16
-1.9460177553930595E+01 a       177     0    12     1     1
9.5975943815058613E+01 a       178     0    12     1     2
1.7257471815492362E+01 a       179     0    12     1     3
1.9081795769452367E+02 a       180     0    12     1     4
3.6094339358641935E+02 a       181     0    12     1     5
1.1362684658655940E+01 a       182     0    12     1     6
-2.5675043712062455E+02 a       183     0    12     1     7
-7.1745828383045603E+02 a       184     0    12     1     8
-6.1591921007647568E+02 a       185     0    12     1     9
9.6721008671772509E+01 a       186     0    12     1    10
-6.3451000219069874E+02 a       187     0    12     1    11
-6.5881316595562410E+01 a       188     0    12     1    12
-5.5102135936807508E+02 a       189     0    12     1    13
4.9253196313377714E+02 a       190     0    12     1    14
-3.2877977571508706E+02 a       191     0    12     1    15
-1.3141896818336596E+02 a       192     0    12     1    16
2.6208766770575098E+03 a       193     0    13     1     1
