2.0118298905567045E+02 a       247     0    16     1     7
9.0111344645802956E+02 a       248     0    16     1     8
-1.0003421303851593E+02 a       249     0    16     1     9
1.1184407437367122E+02 a       250     0    16     1    10
1.2229286717777485E+02 a       251     0    16     1    11
-1.2554384199187849E+02 a       252     0    16     1    12
3.9470562826391308E+01 a       253     0    16     1    13
6.7824350781432230E+01 a       254     0    16     1    14
-4.8139930920573747E+01 a       255     0    16     1    15
-1.3250419665894458E+02 a       256     0    16     1    16
-1.2360902318420675E+02 a       257     0    17     1     1
-3.4888525239492895E+02 a       258     0    17     1     2
-2.2074288652829960E+01 a       259     0    17     1     3
2.1471179282985602E+02 a       260     0    17     1     4
-3.3380117857811605E+01 a       261     0    17     1     5
-2.7359430782332652E+01 a       262     0    17     1     6
3.8731439132043886E+02 a       263     0    17     1     7
1.0525300654712321E+03 a       264     0    17     1     8
-1.6532982047092958E+02 a       265     0    17     1     9
-7.8591465533565383E+01 a       266     0    17     1    10
-1.2747389064043250E+02 a       267     0    17     1    11
3.0174035374140533E+02 a       268     0    17     1    12
-3.3791991143817022E+01 a       269     0    17     1    13
8.1100679917099711E+01 a       270     0    17     1    14
-1.0100927998191665E+02 a       271     0    17     1    15
2.6365846183356712E+02 a       272     0    17     1    16
-7.3643163925941039E+01 a       273     0    18     1     1
-5.5696241673090043E+01 a       274     0    18     1     2
1.7686736282397968E+02 a       275     0    18     1     3
2.2081320188954953E+02 a       276     0    18     1     4
4.6194276245417862E+00 a       277     0    18     1     5
-4.0121460837588877E+01 a       278     0    18     1     6
-1.1382206427327968E+02 a       279     0    18     1     7
-2.8958802165733506E+01 a       280     0    18     1     8
4.1533209014503615E+02 a       281     0    18     1     9
7.4791759129768684E+02 a       282     0    18     1    10
1.9629077892765500E+02 a       283     0    18     1    11
1.8745595142533452E+02 a       284     0    18     1    12
-3.1117509082127192E+01 a       285     0    18     1    13
1.5851084096922571E+02 a       286     0    18     1    14
9.4330208758091757E+01 a       287     0    18     1    15
-1.6113259101346475E+01 a       288     0    18     1    16
-4.8326475902437764E+01 a       289     0    19     1     1
8.1807990966310626E+01 a       290     0    19     1     2
-6.4559312141234557E+02 a       291     0    19     1     3
-1.5102474538688725E+02 a       292     0    19     1     4
-3.2603232181459015E+02 a       293     0    19     1     5
4.0358105392670672E+02 a       294     0    19     1     6
-2.5485258684642838E+02 a       295     0    19     1     7
-1.0900232832127325E+02 a       296     0    19     1     8
-1.9488628196472976E+02 a       297     0    19     1     9
-1.3866452456411278E+02 a       298     0    19     1    10
-2.2470305249429475E+02 a       299     0    19     1    11
1.1717349446560083E+02 a       300     0    19     1    12
1.2102787964690739E+01 a       301     0    19     1    13
1.6757560151352095E+02 a       302     0    19     1    14
-1.4137611201417434E+02 a       303     0    19     1    15
-3.1014522078109433E+01 a       304     0    19     1    16
2.1225388006788123E+02 a       305     0    20     1     1
2.3244803889698815E+02 a       306     0    20     1     2
-1.7639552651689908E+02 a       307     0    20     1     3
-1.5025190383382197E+01 a       308     0    20     1     4
-9.8350307775313837E+01 a       309     0    20     1     5
1.0389531042071575E+02 a       310     0    20     1     6
-6.5596984903197509E+01 a       311     0    20     1     7
3.1609951492049792E+01 a       312     0    20     1     8
1.5315713187559794E+02 a       313     0    20     1     9
9.7112822738234499E+01 a       314     0    20     1    10
3.9409126246821550E+01 a       315     0    20     1    11
-3.1750693846290670E+01 a       316     0    20     1    12
2.4310243088584663E+01 a       317     0    20     1    13
4.5365214074077294E+01 a       318     0    20     1    14
-1.5890583564069516E+02 a       319     0    20     1    15
2.4925058655330028E+02 a       320     0    20     1    16
-2.6734622667073520E+01 a       321     0    21     1     1
-4.8825204023064799E+01 a       322     0    21     1     2
-1.8111882726610968E+03 a       323     0    21     1     3
-8.3327372956047185E+01 a       324     0    21     1     4
1.2104902709391290E+02 a       325     0    21     1     5
4.5218987789021135E+01 a       326     0    21     1     6
-3.1262105389668312E+02 a       327     0    21     1     7
1.5126505983744153E+03 a       328     0    21     1     8
-3.6259268714226198E+02 a       329     0    21     1     9
-1.1649444366240457E+01 a       330     0    21     1    10
1.4399568612290562E+02 a       331     0    21     1    11
2.6246185346811626E+02 a       332     0    21     1    12
-4.0427768694049678E+02 a       333     0    21     1    13
4.2204283793595863E+02 a       334     0    21     1    14
-4.8869378090368241E+02 a       335     0    21     1    15
7.4525634744079696E+01 a       336     0    21     1    16
1.9185729275701723E+02 a       337     0    22     1     1
-8.7304704195011695E+01 a       338     0    22     1     2
-3.4649540735797166E+02 a       339     0    22     1     3
5.2265620306892956E+01 a       340     0    22     1     4
-5.1381787668387027E+00 a       341     0    22     1     5
-1.3531221779640211E+02 a       342     0    22     1     6
-7.1611594904409856E+01 a       343     0    22     1     7
1.5035333531240724E+03 a       344     0    22     1     8
-2.2247511043552583E+02 a       345     0    22     1     9
-1.5927806291499829E+02 a       346     0    22     1    10
-1.6884298958415833E+01 a       347     0    22     1    11
-6.4895417770497573E+01 a       348     0    22     1    12
-6.8442686478939493E+01 a       349     0    22     1    13
2.4295937090381763E+01 a       350     0    22     1    14
-2.4919800057447580E+02 a       351     0    22     1    15
9.6296489787387127E+00 a       352     0    22     1    16
-1.7410114598531226E+02 a       353     0    23     1     1
3.8408264124763457E+02 a       354     0    23     1     2
-1.1566223296065349E+01 a       355     0    23     1     3
4.1538939540866801E+02 a       356     0    23     1     4
-3.4622245516766910E+01 a       357     0    23     1     5
2.0959312626133317E+02 a       358     0    23     1     6
-2.0623323521872749E+02 a       359     0    23     1     7
-8.4352359214599096E+02 a       360     0    23     1     8
-1.8622196839973782E+02 a       361     0    23     1     9
9.1732265529345639E+01 a       362     0    23     1    10
1.4493693013140620E+02 a       363     0    23     1    11
2.2344178996322916E+02 a       364     0    23     1    12
9.5939924074776386E+01 a       365     0    23     1    13
-1.2254700817733200E+02 a       366     0    23     1    14
1.6838670913648835E+02 a       367     0    23     1    15
-1.3327762651529656E+02 a       368     0    23     1    16
-1.5179822450652304E+02 a       369     0    24     1     1
6.2171264355814863E+01 a       370     0    24     1     2
-8.3611558237793687E+01 a       371     0    24     1     3
-3.2166823512883582E+02 a       372     0    24     1     4
7.5966749029421663E+01 a       373     0    24     1     5
1.2103136610452808E+02 a       374     0    24     1     6
-5.8848666783005555E+01 a       375     0    24     1     7
7.0311689186284718E+02 a       376     0    24     1     8
1.2521738103970310E+02 a       377     0    24     1     9
1.3089844586697732E+03 a       378     0    24     1    10
-2.7263565839086681E+01 a       379     0    24     1    11
2.2675079632676514E+02 a       380     0    24     1    12
4.5451982078185800E+01 a       381     0    24     1    13
-9.3116670306603183E+01 a       382     0    24     1    14
-1.7015794897038941E+02 a       383     0    24     1    15
5.0113969715269519E+01 a       384     0    24     1    16
-5.9904292977025214E+01 a       385     0    25     1     1
-3.2173782753993713E+01 a       386     0    25     1     2
-1.8665153286505580E+00 a       387     0    25     1     3
-1.4763940936556017E+01 a       388     0    25     1     4
-1.4563188145890699E-01 a       389     0    25     1     5
-7.9893512792584795E+00 a       390     0    25     1     6
1.0637777162252418E+02 a       391     0    25     1     7
2.9522085682024097E+00 a       392     0    25     1     8
-1.0516379089203427E+01 a       393     0    25     1     9
7.7028671467463255E+01 a       394     0    25     1    10
1.9477482943814813E+01 a       395     0    25     1    11
-1.4791764670696914E+01 a       396     0    25     1    12
2.5274173458718746E+01 a       397     0    25     1    13
8.0258164063683935E+01 a       398     0    25     1    14
-1.3548014082049926E+01 a       399     0    25     1    15
5.9795879947345059E+00 a       400     0    25     1    16
4.9344165397886023E+01 a       401     0    26     1     1
-1.6024311052558835E+00 a       402     0    26     1     2
-1.0813565447813832E+02 a       403     0    26     1     3
-8.1601592130875602E+00 a       404     0    26     1     4
3.2541034313606929E+02 a       405     0    26     1     5
6.3249717350822202E+01 a       406     0    26     1     6
6.2211188462250163E+01 a       407     0    26     1     7
2.1994806448593817E+01 a       408     0    26     1     8
1.2417533331635434E+02 a       409     0    26     1     9
-2.7051726380484047E+02 a       410     0    26     1    10
1.8523368931482386E+02 a       411     0    26     1    11
2.7125128486986116E+00 a       412     0    26     1    12
7.5382612851818109E+01 a       413     0    26     1    13
-1.0839700087909408E+01 a       414     0    26     1    14
6.0860466351928459E+01 a       415     0    26     1    15
1.4675547210592535E+02 a       416     0    26     1    16
-2.0643526887856609E+01 a       417     0    27     1     1
-1.4713029887147249E+02 a       418     0    27     1     2
-1.9568195288838729E+02 a       419     0    27     1     3
-4.4488861889794961E+01 a       420     0    27     1     4
-3.3145919574305857E+01 a       421     0    27     1     5
4.6291655277230262E+01 a       422     0    27     1     6
-5.9460052118500855E+01 a       423     0    27     1     7
1.6432556146462153E+02 a       424     0    27     1     8
-1.3530753670668824E+01 a       425     0    27     1     9
-9.8551954406867406E+00 a       426     0    27     1    10
-1.9509729460216505E+02 a       427     0    27     1    11
7.2507263369833410E+01 a       428     0    27     1    12
9.6563368497126987E+01 a       429     0    27     1    13
1.4557595967504994E+02 a       430     0    27     1    14
1.0733683430787076E+01 a       431     0    27     1    15
1.1003270535142507E+02 a       432     0    27     1    16
-6.3007505027131941E+01 a       433     0    28     1     1
-5.2704603068197443E+01 a       434     0    28     1     2
3.4997028684451870E+01 a       435     0    28     1     3
-3.5679272844492629E+00 a       436     0    28     1     4
-2.5134954165432688E+01 a       437     0    28     1     5
4.7519363874351894E+00 a       438     0    28     1     6
1.1928384929051772E+02 a       439     0    28     1     7
-3.5897353800010556E+00 a       440     0    28     1     8
-8.0392607630276220E+00 a       441     0    28     1     9
8.4337713249366161E+01 a       442     0    28     1    10
-1.3752140758414994E-01 a       443     0    28     1    11
-1.3226229237891182E+01 a       444     0    28     1    12
3.2163162374263379E+01 a       445     0    28     1    13
1.4213297610061946E+02 a       446     0    28     1    14
3.4479727961976412E+00 a       447     0    28     1    15
5.9105818365719798E-01 a       448     0    28     1    16
3.1451271635442431E+01 a       449     0    29     1     1
1.5968839711093845E+00 a       450     0    29     1     2
-3.7112224145454064E+02 a       451     0    29     1     3
-5.8020769048358815E+01 a       452     0    29     1     4
3.3420928964680803E+02 a       453     0    29     1     5
6.8359559317986609E+01 a       454     0    29     1     6
1.9007271181865466E+01 a       455     0    29     1     7
4.1608337906569695E+01 a       456     0    29     1     8
1.0383364971431267E+02 a       457     0    29     1     9
-1.3683136358532460E+02 a       458     0    29     1    10
1.4622266683652740E+02 a       459     0    29     1    11
4.9716074816938999E+01 a       460     0    29     1    12
1.0872742252079799E+02 a       461     0    29     1    13
2.4930669718082655E+01 a       462     0    29     1    14
2.5654955506641941E+00 a       463     0    29     1    15
1.5779062770241353E+02 a       464     0    29     1    16
-2.4506273766456342E+01 a       465     0    30     1     1
-1.1918895988550246E+02 a       466     0    30     1     2
-4.9058323668785334E+01 a       467     0    30     1     3
-5.7280685398457365E+01 a       468     0    30     1     4
-5.8372534061296641E+01 a       469     0    30     1     5
5.9757378892195419E+01 a       470     0    30     1     6
1.6664744657202441E+01 a       471     0    30     1     7
2.6359776765445444E+00 a       472     0    30     1     8
-2.5809072162396273E+01 a       473     0    30     1     9
-7.2624999411646343E+00 a       474     0    30     1    10
-6.1840532805785067E+01 a       475     0    30     1    11
7.8926389812088445E+01 a       476     0    30     1    12
-1.1720295133886301E-01 a       477     0    30     1    13
7.3020488110007747E+01 a       478     0    30     1    14
-2.5546818431646470E+00 a       479     0    30     1    15
3.1283641935193472E+01 a       480     0    30     1    16
-4.0101720155596308E+02 a       481     0    31     1     1
-1.4959650919261824E+02 a       482     0    31     1     2
-1.9304685603503010E+01 a       483     0    31     1     3
-1.6043343120545589E+02 a       484     0    31     1     4
2.2929558450029336E+02 a       485     0    31     1     5
-7.8556083463414694E+01 a       486     0    31     1     6
-4.8556624620417843E+01 a       487     0    31     1     7
2.6766340894072769E+01 a       488     0    31     1     8
-7.0919642798328880E+01 a       489     0    31     1     9
-1.3701310131564949E+02 a       490     0    31     1    10
2.3746800693085211E+02 a       491     0    31     1    11
-7.5239510523061455E+01 a       492     0    31     1    12
1.9427047525877612E+02 a       493     0    31     1    13
3.2423028616213730E+02 a       494     0    31     1    14
-1.9690136597440249E+02 a       495     0    31     1    15
2.9501081046489464E+01 a       496     0    31     1    16
1.6636192465826905E+01 a       497     0    32     1     1
1.5354521225653772E+02 a       498     0    32     1     2
2.0555733238126544E+02 a       499     0    32     1     3
-7.6403944407862845E+00 a       500     0    32     1     4
1.3239812754385605E+02 a       501     0    32     1     5
3.7868501475596798E+02 a       502     0    32     1     6
-8.2967079209371917E+01 a       503     0    32     1     7
-3.3342513359091740E+01 a       504     0    32     1     8
7.3648667881832225E+01 a       505     0    32     1     9
-6.0142626202373765E+02 a       506     0    32     1    10
4.9739874647939274E+01 a       507     0    32     1    11
-3.6515590553146509E+01 a       508     0    32     1    12
-2.7196960838400759E+02 a       509     0    32     1    13
1.4985988591192657E+02 a       510     0    32     1    14
6.0936222727620525E+01 a       511     0    32     1    15
-1.0676091607504351E+02 a       512     0    32     1    16
-3.9119297976116272E+00 a       513     0    33     1     1
-5.4900316008906174E+01 a       514     0    33     1     2
-1.3754117257536925E+02 a       515     0    33     1     3
-7.2150709807441595E+00 a       516     0    33     1     4
-3.9348331996072368E+00 a       517     0    33     1     5
3.8656570753009949E+00 a       518     0    33     1     6
-5.1619909770966132E+01 a       519     0    33     1     7
1.3843421061850296E+02 a       520     0    33     1     8
-1.0526146914968058E+00 a       521     0    33     1     9
-7.7751442416440364E+00 a       522     0    33     1    10
-5.2553663729987747E+01 a       523     0    33     1    11
1.8191910649372129E+01 a       524     0    33     1    12
9.0551771995321218E+01 a       525     0    33     1    13
8.3898316571241907E+01 a       526     0    33     1    14
3.7558674428899574E+00 a       527     0    33     1    15
-3.1964229379016262E+00 a       528     0    33     1    16
-1.0603551541680922E+02 a       529     0    34     1     1
-9.3247080634514617E+01 a       530     0    34     1     2
7.0500067154375174E+01 a       531     0    34     1     3
-6.3771310362196179E+00 a       532     0    34     1     4
-3.9574379911082985E+01 a       533     0    34     1     5
1.2427544982728440E+01 a       534     0    34     1     6
1.2101732344444011E+02 a       535     0    34     1     7
-7.9771623030028227E+00 a       536     0    34     1     8
-1.3209691146363927E+01 a       537     0    34     1     9
7.6886417101761879E+01 a       538     0    34     1    10
-4.7040081613414690E+00 a       539     0    34     1    11
-1.8950418435117275E+01 a       540     0    34     1    12
5.4562645625689960E+01 a       541     0    34     1    13
2.5347516339591385E+02 a       542     0    34     1    14
6.4085542679253615E+00 a       543     0    34     1    15
-1.6219955800150674E+00 a       544     0    34     1    16
6.4818110742877417E+00 a       545     0    35     1     1
1.1730876350507174E+01 a       546     0    35     1     2
-5.7613273909304564E+02 a       547     0    35     1     3
-1.0307577894055328E+02 a       548     0    35     1     4
2.9534823666209945E+02 a       549     0    35     1     5
9.3570781727358437E+01 a       550     0    35     1     6
-2.9542211642079280E+01 a       551     0    35     1     7
4.8792315083576675E+01 a       552     0    35     1     8
6.4524013148594520E+01 a       553     0    35     1     9
-3.8003604038827369E+01 a       554     0    35     1    10
6.9308755269471320E+01 a       555     0    35     1    11
9.0600381685307809E+01 a       556     0    35     1    12
1.1538860113344624E+02 a       557     0    35     1    13
7.0101018853821458E+01 a       558     0    35     1    14
-5.6747292894043163E+01 a       559     0    35     1    15
1.5170129771286636E+02 a       560     0    35     1    16
-1.3999629579702271E+01 a       561     0    36     1     1
-5.5047808944281719E+01 a       562     0    36     1     2
4.7462403003895737E+01 a       563     0    36     1     3
-3.3313684831531418E+01 a       564     0    36     1     4
-5.9470872589893325E+01 a       565     0    36     1     5
3.2883836583914885E+01 a       566     0    36     1     6
6.6300775202434778E+01 a       567     0    36     1     7
-1.0583600860525493E+02 a       568     0    36     1     8
-2.1905322372829250E+01 a       569     0    36     1     9
-3.8653453418455932E+00 a       570     0    36     1    10
2.7084451544805006E+02 a       571     0    36     1    11
